measures,,ID,countx,Repeats or deletes,Data Name,Target No.,Group Traits,L*(D65),a*(D65),b*(D65),dL*(D65),da*(D65),db*(D65),dE*ab(D65),Judgement,360nm,370nm,380nm,390nm,400nm,410nm,420nm,430nm,440nm,450nm,460nm,470nm,480nm,490nm,500nm,510nm,520nm,530nm,540nm,550nm,560nm,570nm,580nm,590nm,600nm,610nm,620nm,630nm,640nm,650nm,660nm,670nm,680nm,690nm,700nm,710nm,720nm,730nm,740nm,ID,count,Idx,countx
28,Forehead,276,15,,276_#0015,------,SCE,63.93,13.43,16.68,------,------,------,------,------,18.26,18.26,18.26,18.26,18.26,17.42,16.94,17.57,19.6,22.1,24.09,25.47,26.58,27.9,29.42,30.58,30.19,28.46,27.2,27.66,28.57,27.81,28.73,36.49,45.46,51.23,54.75,56.73,58.11,59.18,59.9,60.68,61.4,62.02,62.35,62.35,62.35,62.35,62.35,276,15,276,15
28,Palm,276,16,,276_#0016,------,SCE,65.99,9.44,13.52,------,------,------,------,------,21.78,21.78,21.78,21.78,21.78,20.26,19.5,20.12,22.54,26.21,29.01,30.58,31.48,32.35,33.39,34.17,33.77,32.32,31.05,30.97,31.32,30.79,31.44,36.88,44.68,50.65,54.14,55.92,57.04,57.77,58.13,58.55,58.91,59.27,59.24,59.24,59.24,59.24,59.24,276,16,276,16
28,Forearm_inner,276,17,,276_#0017,------,SCE,66.48,7.29,14.5,------,------,------,------,------,20.04,20.04,20.04,20.04,20.04,19.06,18.38,18.71,21.11,25.86,29.87,31.84,32.92,33.92,34.69,35.06,34.63,33.29,31.81,31.4,31.8,32,33.47,38.67,45.19,49.8,52.22,53.43,54.2,54.8,55.18,55.74,56.25,56.71,56.98,56.98,56.98,56.98,56.98,276,17,276,17
28,Tricep,276,18,,276_#0018,------,SCE,68.59,6.08,13.83,------,------,------,------,------,23.36,23.36,23.36,23.36,23.36,22.18,21.36,21.69,24.22,28.78,32.3,34.04,35.16,36.21,37.23,37.87,37.6,36.44,35.2,34.82,35.2,35.31,36.61,41.6,47.63,51.64,53.65,54.6,55.17,55.59,55.87,56.21,56.53,56.8,56.88,56.88,56.88,56.88,56.88,276,18,276,18
28,Shoulder,276,19,,276_#0019,------,SCE,70.78,5.48,15.81,------,------,------,------,------,24.7,24.7,24.7,24.7,24.7,23.83,23.2,23.9,26.6,30.12,32.53,33.98,35.24,36.68,38.33,39.65,40.07,39.57,39.04,39.25,39.85,39.88,41.04,45.86,50.97,54,55.6,56.41,56.93,57.32,57.57,57.89,58.1,58.3,58.31,58.31,58.31,58.31,58.31,276,19,276,19
28,Cheek_L,276,20,,276_#0020,------,SCE,61.37,15.96,12.74,------,------,------,------,------,18,18,18,18,18,17.97,17.97,18.76,20.39,21.95,23.17,24.19,25.1,26.04,27.08,27.77,26.95,25.05,23.84,24.4,25.16,24.09,24.33,31.8,42.22,48.86,52.77,54.96,56.57,57.75,58.47,59.17,59.7,60.18,60.36,60.36,60.36,60.36,60.36,276,20,276,20
28,Cheek_R,276,21,,276_#0021,------,SCE,61.97,15.1,14.32,------,------,------,------,------,16.71,16.71,16.71,16.71,16.71,17.1,17.35,18.19,19.91,21.6,22.97,24.13,25.18,26.26,27.4,28.23,27.57,25.8,24.67,25.38,26.24,25.18,25.55,33.24,43.22,49.24,52.76,54.77,56.26,57.4,58.16,58.89,59.47,59.96,60.24,60.24,60.24,60.24,60.24,276,21,276,21
28,Forehead,276,22,,276_#0022,------,SCE,64.88,12.13,17.33,------,------,------,------,------,18.52,18.52,18.52,18.52,18.52,17.74,17.28,18.02,20.19,22.72,24.64,26.01,27.14,28.51,30.19,31.53,31.38,29.89,28.82,29.4,30.36,29.64,30.62,38.14,46.34,51.38,54.51,56.3,57.59,58.59,59.19,59.94,60.56,61.1,61.36,61.36,61.36,61.36,61.36,276,22,276,22
28,Palm,276,23,,276_#0023,------,SCE,64.08,11,14.52,------,------,------,------,------,19.16,19.16,19.16,19.16,19.16,17.89,17.31,17.88,20.01,23.44,26.26,27.95,28.99,29.98,31.06,31.83,31.22,29.44,28,28.06,28.58,27.85,28.57,34.85,43.47,49.71,53.14,54.83,55.95,56.67,57.08,57.49,57.89,58.25,58.3,58.3,58.3,58.3,58.3,276,23,276,23
28,Forearm_inner,276,24,,276_#0024,------,SCE,64.98,7.69,13.64,------,------,------,------,------,19.37,19.37,19.37,19.37,19.37,18.43,17.76,17.98,20.09,24.71,28.79,30.72,31.72,32.53,33.1,33.26,32.74,31.42,29.92,29.3,29.59,29.96,31.44,36.26,42.73,47.62,50.24,51.53,52.4,53.04,53.46,54.07,54.68,55.22,55.56,55.56,55.56,55.56,55.56,276,24,276,24
28,Tricep,276,25,,276_#0025,------,SCE,68.68,5.76,13.99,------,------,------,------,------,23.28,23.28,23.28,23.28,23.28,22.08,21.25,21.63,24.23,28.79,32.31,34.09,35.23,36.3,37.3,37.95,37.75,36.66,35.47,35.11,35.48,35.62,36.9,41.68,47.45,51.39,53.41,54.36,54.99,55.44,55.73,56.12,56.46,56.76,56.87,56.87,56.87,56.87,56.87,276,25,276,25
28,Shoulder,276,26,,276_#0026,------,SCE,70.31,6.22,16.09,------,------,------,------,------,23.92,23.92,23.92,23.92,23.92,23.12,22.56,23.23,25.83,29.32,31.78,33.32,34.58,36.03,37.66,38.98,39.29,38.61,37.96,38.23,38.91,38.83,40.08,45.46,51.02,54.18,55.86,56.68,57.27,57.67,57.9,58.25,58.49,58.67,58.72,58.72,58.72,58.72,58.72,276,26,276,26
28,Cheek_L,276,27,,276_#0027,------,SCE,61.16,16.1,12.68,------,------,------,------,------,17.64,17.64,17.64,17.64,17.64,17.71,17.78,18.54,20.18,21.75,23.01,24.08,25.06,26.02,27,27.63,26.74,24.75,23.49,24.09,24.85,23.74,23.98,31.49,41.93,48.7,52.67,54.9,56.56,57.77,58.52,59.22,59.8,60.31,60.52,60.52,60.52,60.52,60.52,276,27,276,27
28,Cheek_R,276,28,,276_#0028,------,SCE,60.68,16.5,13.78,------,------,------,------,------,16.25,16.25,16.25,16.25,16.25,16.48,16.64,17.45,19.08,20.68,22.03,23.13,24.15,25.14,26.18,26.87,26.03,24.1,22.92,23.55,24.36,23.25,23.52,31.2,41.78,48.55,52.46,54.62,56.28,57.48,58.27,59.03,59.63,60.16,60.43,60.43,60.43,60.43,60.43,276,28,276,28
28,Forehead,276,29,,276_#0029,------,SCE,65.42,11.9,18.11,------,------,------,------,------,18.71,18.71,18.71,18.71,18.71,17.74,17.23,18.01,20.29,22.82,24.72,26.1,27.23,28.68,30.47,31.96,31.93,30.58,29.62,30.26,31.23,30.51,31.58,39.21,47.28,52.19,55.12,56.78,58,58.94,59.56,60.23,60.81,61.33,61.61,61.61,61.61,61.61,61.61,276,29,276,29
28,Palm,278,2,,278_#0002,------,SCE,62.49,12.08,17.6,------,------,------,------,------,16.2,16.2,16.2,16.2,16.2,14.89,14.31,14.74,16.68,19.92,22.83,24.98,26.14,27.28,29,30.34,29.69,27.3,25.45,25.66,26.42,25.45,26.28,33.6,42.82,49.18,52.64,54.44,55.52,56.28,56.72,57.22,57.68,58.12,58.18,58.18,58.18,58.18,58.18,278,2,278,2
28,Forearm_inner,278,3,,278_#0003,------,SCE,69.51,5.72,16.15,------,------,------,------,------,21.04,21.04,21.04,21.04,21.04,20.47,20.13,20.98,24.02,28.52,31.7,33.6,34.84,36.01,37.46,38.58,38.67,37.58,36.5,36.63,37.39,37.38,38.62,43.65,49.1,52.51,54.7,55.86,56.69,57.29,57.75,58.3,58.83,59.33,59.57,59.57,59.57,59.57,59.57,278,3,278,3
28,Tricep,278,4,,278_#0004,------,SCE,69.75,5.69,16.64,------,------,------,------,------,21.21,21.21,21.21,21.21,21.21,20.74,20.39,21.14,23.97,28.33,31.58,33.51,34.72,35.86,37.25,38.34,38.56,37.91,37.16,37.18,37.82,38.21,39.72,44.33,49.46,52.85,54.71,55.75,56.47,57.06,57.49,57.94,58.38,58.74,58.9,58.9,58.9,58.9,58.9,278,4,278,4
28,Shoulder,278,5,,278_#0005,------,SCE,71.91,6.71,17.93,------,------,------,------,------,23.49,23.49,23.49,23.49,23.49,22.95,22.69,23.74,26.66,29.98,32.28,33.96,35.26,36.79,38.83,40.61,41.17,40.57,40.12,40.67,41.62,41.6,42.85,48.52,54.27,57.54,59.37,60.43,61.16,61.77,62.17,62.61,62.99,63.26,63.33,63.33,63.33,63.33,63.33,278,5,278,5
28,Cheek_L,278,6,,278_#0006,------,SCE,67.97,11.21,15.8,------,------,------,------,------,21.95,21.95,21.95,21.95,21.95,21.51,21.14,22.09,24.51,26.87,28.67,30.06,31,32.21,34,35.41,35.32,34.01,33.08,33.54,34.47,33.97,34.91,42.02,50.23,55.21,58.35,60.04,61.3,62.19,62.85,63.51,64.09,64.59,64.79,64.79,64.79,64.79,64.79,278,6,278,6
28,Cheek_R,278,7,,278_#0007,------,SCE,67.43,11.65,15.35,------,------,------,------,------,22.18,22.18,22.18,22.18,22.18,21.5,21,21.81,24.1,26.51,28.39,29.79,30.72,31.93,33.69,34.99,34.72,33.22,32.16,32.48,33.3,32.9,33.88,41.04,49.45,54.79,58.12,59.93,61.24,62.21,62.89,63.64,64.28,64.81,65.07,65.07,65.07,65.07,65.07,278,7,278,7
28,Forehead,278,8,,278_#0008,------,SCE,64.19,12.42,16.23,------,------,------,------,------,19.62,19.62,19.62,19.62,19.62,18.5,17.75,18.38,20.42,22.64,24.38,25.74,26.5,27.7,29.54,30.93,30.68,29.24,28.23,28.36,29.02,28.85,29.94,36.74,44.61,50.09,53.6,55.52,56.87,57.91,58.62,59.47,60.23,60.89,61.25,61.25,61.25,61.25,61.25,278,8,278,8
28,Palm,278,9,,278_#0009,------,SCE,60.57,12.28,16.6,------,------,------,------,------,15.05,15.05,15.05,15.05,15.05,13.89,13.27,13.46,14.96,18.41,22.03,24.35,25.38,26.25,27.48,28.29,27.51,25.37,23.45,23.08,23.54,23.22,24.32,30.56,39.37,46.29,50.13,52,53.18,53.95,54.43,55.09,55.76,56.37,56.64,56.64,56.64,56.64,56.64,278,9,278,9
28,Forearm_inner,278,10,,278_#0010,------,SCE,69.39,5.35,16.23,------,------,------,------,------,20.77,20.77,20.77,20.77,20.77,20.24,19.82,20.55,23.51,28.27,31.77,33.73,34.89,36.01,37.34,38.33,38.46,37.6,36.6,36.47,37.06,37.39,38.85,43.38,48.49,52.04,54.08,55.17,55.97,56.6,57.03,57.59,58.14,58.68,58.95,58.95,58.95,58.95,58.95,278,10,278,10
28,Tricep,278,11,,278_#0011,------,SCE,69.24,5.64,16.47,------,------,------,------,------,20.61,20.61,20.61,20.61,20.61,20.07,19.65,20.3,23.12,27.84,31.46,33.46,34.6,35.7,36.95,37.86,38.01,37.31,36.41,36.21,36.74,37.3,38.82,43.22,48.44,52.15,54.16,55.24,56.06,56.65,57.12,57.65,58.09,58.52,58.7,58.7,58.7,58.7,58.7,278,11,278,11
28,Shoulder,278,12,,278_#0012,------,SCE,72.29,6.48,18.76,------,------,------,------,------,22.99,22.99,22.99,22.99,22.99,22.43,22.17,23.26,26.34,29.86,32.32,34.09,35.48,37.09,39.27,41.15,41.75,41.16,40.59,41.17,42.25,42.35,43.7,49.43,55.06,57.96,59.92,61.01,61.82,62.38,62.8,63.25,63.62,63.92,63.98,63.98,63.98,63.98,63.98,278,12,278,12
28,Cheek_L,278,13,,278_#0013,------,SCE,68.5,10.56,16.63,------,------,------,------,------,21.48,21.48,21.48,21.48,21.48,21.22,21.03,22.05,24.52,26.93,28.75,30.17,31.14,32.37,34.2,35.74,35.87,34.82,34.04,34.63,35.65,35.26,36.3,43.29,50.9,55.32,58.14,59.7,60.91,61.77,62.42,63.08,63.69,64.18,64.43,64.43,64.43,64.43,64.43,278,13,278,13
28,Cheek_R,278,14,,278_#0014,------,SCE,65.98,12.12,14.74,------,------,------,------,------,21.19,21.19,21.19,21.19,21.19,20.68,20.31,21.08,23.16,25.33,27.04,28.39,29.31,30.4,31.99,33.21,32.9,31.34,30.2,30.61,31.47,30.86,31.65,38.75,47.29,52.69,56.06,57.9,59.24,60.25,60.96,61.7,62.32,62.84,63.13,63.13,63.13,63.13,63.13,278,14,278,14
28,Forehead,278,15,,278_#0015,------,SCE,63.95,12.58,15.86,------,------,------,------,------,19.59,19.59,19.59,19.59,19.59,18.46,17.72,18.36,20.41,22.6,24.36,25.73,26.5,27.69,29.49,30.82,30.49,28.89,27.8,27.96,28.65,28.35,29.37,36.25,44.33,49.84,53.47,55.42,56.86,57.88,58.66,59.46,60.23,60.89,61.23,61.23,61.23,61.23,61.23,278,15,278,15
28,Palm,278,16,,278_#0016,------,SCE,60.54,12.7,16.92,------,------,------,------,------,15.17,15.17,15.17,15.17,15.17,14.04,13.45,13.61,15.04,18.3,21.62,23.81,24.81,25.7,27.03,27.98,27.33,25.32,23.51,23.18,23.64,23.34,24.36,30.5,39.42,46.4,50.4,52.4,53.66,54.48,55.01,55.62,56.3,56.86,57.08,57.08,57.08,57.08,57.08,278,16,278,16
28,Forearm_inner,278,17,,278_#0017,------,SCE,68.37,5.85,16.42,------,------,------,------,------,19.65,19.65,19.65,19.65,19.65,19.03,18.58,19.16,21.97,26.88,30.7,32.78,33.94,35.01,36.26,37.15,37.13,36.15,34.9,34.64,35.21,35.66,37.14,41.64,47.12,50.98,53.45,54.8,55.73,56.4,56.92,57.57,58.23,58.82,59.17,59.17,59.17,59.17,59.17,278,17,278,17
28,Tricep,278,18,,278_#0018,------,SCE,68.61,5.82,16.12,------,------,------,------,------,20.3,20.3,20.3,20.3,20.3,19.83,19.46,20.12,22.82,27.32,30.85,32.82,33.96,34.99,36.16,37.06,37.16,36.42,35.53,35.34,35.84,36.36,37.84,42.22,47.46,51.21,53.21,54.36,55.14,55.75,56.19,56.75,57.23,57.64,57.84,57.84,57.84,57.84,57.84,278,18,278,18
28,Shoulder,278,19,,278_#0019,------,SCE,72.56,6.31,18.63,------,------,------,------,------,23.41,23.41,23.41,23.41,23.41,22.85,22.57,23.68,26.73,30.25,32.71,34.47,35.83,37.45,39.61,41.5,42.14,41.62,41.12,41.67,42.68,42.84,44.19,49.8,55.31,58.19,60.1,61.13,61.92,62.47,62.88,63.31,63.66,63.94,63.99,63.99,63.99,63.99,63.99,278,19,278,19
28,Cheek_L,278,20,,278_#0020,------,SCE,68.87,9.77,17.04,------,------,------,------,------,21.77,21.77,21.77,21.77,21.77,21.38,21.08,22.1,24.66,27.1,28.92,30.33,31.24,32.5,34.48,36.15,36.5,35.63,34.97,35.48,36.43,36.24,37.31,43.85,50.83,54.96,57.75,59.3,60.47,61.35,61.99,62.63,63.24,63.72,64,64,64,64,64,278,20,278,20
28,Cheek_R,278,21,,278_#0021,------,SCE,66.18,12.45,15.04,------,------,------,------,------,20.88,20.88,20.88,20.88,20.88,20.47,20.13,20.92,23.08,25.37,27.17,28.53,29.47,30.61,32.2,33.4,33.04,31.44,30.27,30.69,31.57,30.99,31.79,39.08,47.94,53.49,56.94,58.87,60.19,61.23,61.94,62.68,63.28,63.81,64.1,64.1,64.1,64.1,64.1,278,21,278,21
28,Forehead,278,22,,278_#0022,------,SCE,63.43,13.87,16.51,------,------,------,------,------,18.7,18.7,18.7,18.7,18.7,17.79,17.12,17.72,19.61,21.69,23.41,24.74,25.54,26.71,28.54,29.9,29.56,27.96,26.87,27.03,27.75,27.45,28.52,35.77,44.45,50.48,54.2,56.26,57.7,58.75,59.57,60.42,61.22,61.87,62.27,62.27,62.27,62.27,62.27,278,22,278,22
28,Palm,278,23,,278_#0023,------,SCE,61.61,12.88,16.98,------,------,------,------,------,15.85,15.85,15.85,15.85,15.85,14.63,13.98,14.2,15.8,19.23,22.63,24.9,25.95,26.9,28.25,29.2,28.49,26.29,24.43,24.2,24.71,24.25,25.29,31.84,41.13,48.35,52.47,54.54,55.86,56.73,57.29,57.9,58.61,59.17,59.41,59.41,59.41,59.41,59.41,278,23,278,23
28,Forearm_inner,278,24,,278_#0024,------,SCE,68.31,6.15,16.52,------,------,------,------,------,19.5,19.5,19.5,19.5,19.5,18.86,18.43,19.06,21.87,26.76,30.54,32.63,33.85,34.94,36.22,37.14,37.05,35.93,34.61,34.43,35.08,35.38,36.84,41.66,47.4,51.33,53.82,55.16,56.09,56.75,57.26,57.88,58.52,59.13,59.43,59.43,59.43,59.43,59.43,278,24,278,24
28,Tricep,278,25,,278_#0025,------,SCE,68.56,6.06,16.29,------,------,------,------,------,20.14,20.14,20.14,20.14,20.14,19.62,19.31,20.07,22.84,27.19,30.53,32.47,33.7,34.81,36.09,37.04,37.09,36.18,35.24,35.24,35.88,36.13,37.53,42.3,47.73,51.44,53.47,54.55,55.35,55.98,56.44,56.94,57.45,57.85,58.05,58.05,58.05,58.05,58.05,278,25,278,25
28,Shoulder,278,26,,278_#0026,------,SCE,72.45,6.3,18.46,------,------,------,------,------,23.47,23.47,23.47,23.47,23.47,22.98,22.77,23.85,26.84,30.22,32.59,34.34,35.7,37.32,39.45,41.31,41.99,41.48,40.97,41.57,42.62,42.78,44.03,49.46,54.97,57.8,59.82,60.93,61.76,62.34,62.75,63.2,63.59,63.88,63.96,63.96,63.96,63.96,63.96,278,26,278,26
28,Cheek_L,278,27,,278_#0027,------,SCE,69.07,10,17.17,------,------,------,------,------,22.02,22.02,22.02,22.02,22.02,21.57,21.22,22.28,24.85,27.22,29.04,30.44,31.36,32.63,34.62,36.35,36.7,35.82,35.17,35.69,36.67,36.45,37.53,44.25,51.47,55.65,58.41,59.94,61.08,61.92,62.54,63.19,63.77,64.21,64.47,64.47,64.47,64.47,64.47,278,27,278,27
28,Cheek_R,278,28,,278_#0028,------,SCE,66.68,12.41,15.25,------,------,------,------,------,21.52,21.52,21.52,21.52,21.52,20.89,20.45,21.24,23.4,25.73,27.59,29,29.94,31.15,32.8,34.04,33.66,32.05,30.9,31.29,32.11,31.6,32.48,39.92,48.85,54.47,57.87,59.72,61.03,61.99,62.72,63.41,64.05,64.54,64.8,64.8,64.8,64.8,64.8,278,28,278,28
28,Forehead,278,29,,278_#0029,------,SCE,63.21,14.06,16.24,------,------,------,------,------,18.76,18.76,18.76,18.76,18.76,17.82,17.15,17.71,19.58,21.63,23.35,24.66,25.44,26.61,28.4,29.73,29.31,27.68,26.56,26.73,27.44,27.07,28.07,35.36,44.18,50.34,54.1,56.2,57.63,58.71,59.5,60.35,61.17,61.81,62.14,62.14,62.14,62.14,62.14,278,29,278,29
28,Palm,280,2,,280_#0002,------,SCE,64.87,11.52,16.64,------,------,------,------,------,16.84,16.84,16.84,16.84,16.84,16.05,15.7,16.67,19.38,23.06,25.93,28.02,29.48,30.81,32.28,33.37,32.4,29.6,27.69,28.46,29.56,27.98,28.7,37.32,46.9,52.62,55.58,57.11,58.06,58.71,59.02,59.36,59.66,59.9,59.89,59.89,59.89,59.89,59.89,280,2,280,2
28,Forearm_inner,280,3,,280_#0003,------,SCE,68.68,5.61,14.77,------,------,------,------,------,21.04,21.04,21.04,21.04,21.04,20.58,20.36,21.16,23.97,28.43,31.76,33.6,34.67,35.67,36.69,37.45,37.4,36.44,35.4,35.51,36.21,36.2,37.5,42.43,47.57,50.67,52.53,53.62,54.47,55.03,55.46,55.91,56.32,56.68,56.93,56.93,56.93,56.93,56.93,280,3,280,3
28,Tricep,280,4,,280_#0004,------,SCE,64.72,8.7,16.08,------,------,------,------,------,17.31,17.31,17.31,17.31,17.31,17.08,16.94,17.48,19.45,23.08,26.22,27.99,29.06,29.99,30.86,31.51,31.45,30.57,29.65,29.64,30.35,30.82,32.39,37.36,43.43,47.7,49.94,51.12,51.92,52.55,52.98,53.54,54.09,54.57,54.88,54.88,54.88,54.88,54.88,280,4,280,4
28,Shoulder,280,5,,280_#0005,------,SCE,69.09,7.89,16.37,------,------,------,------,------,21.44,21.44,21.44,21.44,21.44,21.02,20.73,21.44,23.92,27.68,30.57,32.31,33.5,34.68,35.95,36.97,37.07,36.19,35.41,35.69,36.55,36.76,38.3,44,50.22,53.98,56.01,57.05,57.76,58.25,58.62,59.03,59.42,59.76,59.85,59.85,59.85,59.85,59.85,280,5,280,5
28,Cheek_L,280,6,,280_#0006,------,SCE,66.19,11.6,13.77,------,------,------,------,------,14.21,14.21,14.21,14.21,14.21,18.4,19.75,20.97,23.53,26.51,28.73,30.11,30.97,31.89,32.93,33.66,33.12,31.48,30.3,30.57,31.34,30.78,31.87,39.43,48.02,53.07,55.76,57.11,57.98,58.59,58.98,59.42,59.85,60.28,60.5,60.5,60.5,60.5,60.5,280,6,280,6
28,Cheek_R,280,7,,280_#0007,------,SCE,65.24,12.94,12.91,------,------,------,------,------,20.63,20.63,20.63,20.63,20.63,20.73,20.28,20.82,22.97,25.77,27.92,29.29,30.14,30.99,31.93,32.55,31.82,29.96,28.61,28.97,29.8,29.08,30.08,38.06,47.39,52.77,55.61,57.02,57.92,58.53,58.96,59.39,59.83,60.21,60.34,60.34,60.34,60.34,60.34,280,7,280,7
28,Forehead,280,8,,280_#0008,------,SCE,65.5,10.3,16.72,------,------,------,------,------,13.91,13.91,13.91,13.91,13.91,16.76,17.46,18.56,21.14,24.07,26.09,27.36,28.16,29.25,30.71,31.96,32.1,31.25,30.56,30.73,31.41,31.4,32.75,39.05,45.77,50.12,52.82,54.29,55.27,55.99,56.51,57.14,57.72,58.32,58.68,58.68,58.68,58.68,58.68,280,8,280,8
28,Palm,280,9,,280_#0009,------,SCE,63.96,11.38,17.03,------,------,------,------,------,15.57,15.57,15.57,15.57,15.57,14.79,14.42,15.21,17.75,21.8,25.21,27.44,28.88,30.13,31.44,32.34,31.36,28.7,26.69,27.12,28.09,26.9,27.85,35.89,45.17,51.11,54.31,55.92,56.93,57.65,58,58.43,58.86,59.2,59.28,59.28,59.28,59.28,59.28,280,9,280,9
28,Forearm_inner,280,10,,280_#0010,------,SCE,67.6,6.24,14.85,------,------,------,------,------,19.82,19.82,19.82,19.82,19.82,19.46,19.31,20.1,22.8,27.17,30.46,32.27,33.35,34.33,35.31,36.04,35.92,34.84,33.75,33.86,34.55,34.49,35.75,40.81,46.36,49.68,51.72,52.85,53.73,54.35,54.81,55.3,55.68,56.08,56.32,56.32,56.32,56.32,56.32,280,10,280,10
28,Tricep,280,11,,280_#0011,------,SCE,63.21,10.23,16.44,------,------,------,------,------,16.2,16.2,16.2,16.2,16.2,16.03,15.95,16.51,18.3,21.39,24.15,25.8,26.92,27.87,28.79,29.47,29.34,28.3,27.41,27.67,28.52,28.72,30.15,35.71,42.36,46.79,49.11,50.38,51.3,51.97,52.52,53.15,53.75,54.29,54.63,54.63,54.63,54.63,54.63,280,11,280,11
28,Shoulder,280,12,,280_#0012,------,SCE,68.13,8.44,16.47,------,------,------,------,------,20.46,20.46,20.46,20.46,20.46,20.04,19.78,20.47,22.84,26.54,29.41,31.14,32.35,33.5,34.76,35.76,35.78,34.78,33.86,34.18,35.12,35.21,36.66,42.58,49.12,52.95,55.18,56.35,57.12,57.68,58.07,58.48,58.94,59.25,59.39,59.39,59.39,59.39,59.39,280,12,280,12
28,Cheek_L,280,13,,280_#0013,------,SCE,66.15,11.34,14.52,------,------,------,------,------,13.88,13.88,13.88,13.88,13.88,17.84,19.14,20.41,23.01,26.01,28.23,29.65,30.55,31.51,32.62,33.46,33.01,31.48,30.36,30.71,31.55,31.03,32.17,39.62,47.91,52.71,55.35,56.7,57.58,58.17,58.64,59.09,59.53,59.95,60.19,60.19,60.19,60.19,60.19,280,13,280,13
28,Cheek_R,280,14,,280_#0014,------,SCE,64.87,13.19,13.08,------,------,------,------,------,19.84,19.84,19.84,19.84,19.84,20.2,19.87,20.45,22.56,25.27,27.37,28.72,29.6,30.49,31.43,32.04,31.29,29.46,28.15,28.49,29.28,28.61,29.63,37.6,46.94,52.4,55.3,56.73,57.66,58.3,58.74,59.22,59.69,60.07,60.24,60.24,60.24,60.24,60.24,280,14,280,14
28,Forehead,280,15,,280_#0015,------,SCE,66.08,9.66,16.27,------,------,------,------,------,16.4,16.4,16.4,16.4,16.4,18.2,18.34,19.29,21.95,24.88,26.9,28.18,29,30.11,31.64,32.91,33,32.09,31.41,31.57,32.24,32.31,33.67,39.92,46.34,50.21,52.78,54.18,55.13,55.82,56.34,56.92,57.51,58.07,58.4,58.4,58.4,58.4,58.4,280,15,280,15
28,Palm,280,16,,280_#0016,------,SCE,65.82,9.61,16.17,------,------,------,------,------,17.76,17.76,17.76,17.76,17.76,16.89,16.48,17.48,20.35,24.43,27.49,29.5,30.79,31.99,33.41,34.48,33.83,31.52,29.78,30.24,31.13,29.99,30.72,38.08,46.54,51.86,54.72,56.21,57.09,57.73,58.02,58.34,58.57,58.79,58.73,58.73,58.73,58.73,58.73,280,16,280,16
28,Forearm_inner,280,17,,280_#0017,------,SCE,66.14,7.49,14.83,------,------,------,------,------,18.62,18.62,18.62,18.62,18.62,18.22,18.12,19,21.59,25.53,28.56,30.43,31.67,32.71,33.79,34.55,34.09,32.44,31.07,31.48,32.36,31.82,32.92,39.07,45.45,48.96,51.03,52.19,53.06,53.71,54.16,54.65,55,55.36,55.63,55.63,55.63,55.63,55.63,280,17,280,17
28,Tricep,280,18,,280_#0018,------,SCE,65.02,8.16,16.25,------,------,------,------,------,17.38,17.38,17.38,17.38,17.38,17.23,17.15,17.72,19.7,23.29,26.42,28.15,29.18,30.08,30.97,31.67,31.76,31.12,30.36,30.31,30.96,31.62,33.29,37.78,43.36,47.43,49.59,50.74,51.52,52.14,52.54,53.11,53.65,54.13,54.41,54.41,54.41,54.41,54.41,280,18,280,18
28,Shoulder,280,19,,280_#0019,------,SCE,68.28,8.41,16.73,------,------,------,------,------,20.42,20.42,20.42,20.42,20.42,20.06,19.82,20.52,22.89,26.54,29.36,31.08,32.29,33.46,34.75,35.76,35.86,34.97,34.17,34.49,35.4,35.56,37.07,42.9,49.31,53.18,55.34,56.42,57.24,57.77,58.16,58.6,59.04,59.4,59.53,59.53,59.53,59.53,59.53,280,19,280,19
28,Cheek_L,280,20,,280_#0020,------,SCE,65.81,11.89,13.91,------,------,------,------,------,14.23,14.23,14.23,14.23,14.23,18.14,19.35,20.52,22.99,25.98,28.22,29.64,30.5,31.4,32.45,33.18,32.6,30.91,29.68,30.02,30.82,30.22,31.34,38.97,47.64,52.72,55.49,56.89,57.79,58.45,58.85,59.33,59.77,60.27,60.5,60.5,60.5,60.5,60.5,280,20,280,20
28,Cheek_R,280,21,,280_#0021,------,SCE,64.74,13.26,13.57,------,------,------,------,------,18.34,18.34,18.34,18.34,18.34,19.43,19.37,20.08,22.17,24.85,26.93,28.31,29.2,30.13,31.11,31.77,31.07,29.24,27.92,28.39,29.25,28.51,29.54,37.66,47,52.29,55.13,56.55,57.51,58.13,58.58,59.08,59.53,59.95,60.14,60.14,60.14,60.14,60.14,280,21,280,21
28,Forehead,280,22,,280_#0022,------,SCE,65.79,9.69,15.86,------,------,------,------,------,15.6,15.6,15.6,15.6,15.6,17.9,18.27,19.33,21.98,24.85,26.82,28.09,28.9,30.01,31.49,32.75,32.75,31.72,30.97,31.23,31.93,31.65,32.85,39.31,45.9,49.97,52.42,53.79,54.75,55.43,55.92,56.46,57.04,57.6,57.92,57.92,57.92,57.92,57.92,280,22,280,22
28,Palm,280,23,,280_#0023,------,SCE,64.72,10.46,16.73,------,------,------,------,------,16.22,16.22,16.22,16.22,16.22,15.41,15.07,16.08,18.88,22.9,26.06,28.17,29.59,30.88,32.28,33.3,32.44,29.83,27.91,28.47,29.49,28.18,28.91,36.81,45.75,51.3,54.22,55.77,56.72,57.34,57.68,57.97,58.23,58.47,58.43,58.43,58.43,58.43,58.43,280,23,280,23
